ID,agestrat,PHYscoreT
104011,4,5
104019,6,6
207003,10,8
121017,12,8
137014,12,9
224021,14,9
108021,16,22
211015,16,19
302004,22,19
101040,24,29
102002,24,12
107034,24,18
107051,24,24
112010,24,22
112011,24,14
116001,24,26
116062,24,20
116063,24,20
125055,24,18
126020,24,18
127019,24,25
134031,24,23
134036,24,23
134037,24,16
134042,24,25
138021,24,18
141027,24,23
151050,24,14
202024,24,21
202069,24,21
202081,24,12
202105,24,19
207013,24,22
207015,24,18
211012,24,19
218007,24,24
220004,24,18
220021,24,24
220022,24,24
223002,24,20
223007,24,15
227014,24,21
527005,24,8
612004,24,20
612009,24,14
102029,28,14
109006,28,25
111047,28,19
112008,28,28
114013,28,27
116010,28,21
116014,28,20
116027,28,19
116049,28,21
116055,28,20
116079,28,20
117015,28,17
120016,28,27
120048,28,21
125026,28,23
129009,28,22
134033,28,26
137007,28,20
138011,28,28
141026,28,25
141030,28,17
148018,28,17
154043,28,15
202022,28,17
202035,28,23
202068,28,31
202095,28,17
211014,28,25
221004,28,23
223010,28,17
224008,28,16
227007,28,21
227010,28,22
227012,28,16
608006,28,15
612005,28,21
612006,28,25
612010,28,15
101003,32,25
101017,32,23
101033,32,25
102006,32,13
107035,32,19
109022,32,32
109078,32,23
109087,32,20
111054,32,22
111055,32,29
112001,32,24
112025,32,21
112026,32,6
116006,32,26
116020,32,32
116026,32,18
116050,32,20
116056,32,20
116073,32,20
116080,32,20
117001,32,21
117045,32,27
118002,32,22
120052,32,19
125040,32,21
127020,32,29
134041,32,25
134046,32,22
139019,32,20
141028,32,21
141029,32,22
141035,32,23
143011,32,32
143024,32,20
154002,32,29
202043,32,25
202055,32,26
207020,32,20
221007,32,18
224004,32,21
227002,32,17
227018,32,17
608013,32,21
101007,36,24
104018,36,26
105001,36,17
105008,36,24
109009,36,23
109063,36,24
109081,36,27
111012,36,26
111022,36,24
112004,36,28
112009,36,23
112021,36,27
112024,36,28
116002,36,28
116003,36,30
116004,36,28
117012,36,18
117030,36,25
117042,36,27
119001,36,27
120011,36,22
121007,36,29
121020,36,23
122001,36,22
123021,36,26
123040,36,30
123071,36,24
123072,36,26
127006,36,24
129004,36,22
129005,36,23
129008,36,22
129014,36,25
129023,36,30
129024,36,27
129028,36,24
131006,36,28
131009,36,27
131034,36,28
137004,36,17
137010,36,19
137045,36,23
141031,36,20
141032,36,25
141033,36,22
141037,36,19
141039,36,18
151006,36,28
151014,36,26
151017,36,26
151041,36,16
151045,36,20
202044,36,29
207023,36,19
221001,36,24
223006,36,25
224011,36,23
224012,36,14
506011,36,11
508019,36,11
508021,36,10
608005,36,21
612003,36,13
101039,42,24
105013,42,19
105014,42,14
105042,42,18
107049,42,32
109008,42,17
109018,42,32
109035,42,24
109054,42,28
111002,42,31
111010,42,26
111019,42,26
111020,42,20
111024,42,26
116008,42,30
116017,42,30
117062,42,25
118009,42,27
120015,42,28
120029,42,27
120062,42,29
121016,42,26
123033,42,26
123034,42,25
123063,42,26
123073,42,32
127014,42,29
127017,42,29
127028,42,28
127032,42,33
129007,42,19
131008,42,33
131014,42,29
131041,42,27
131043,42,25
131055,42,30
131058,42,32
139013,42,29
141034,42,23
141036,42,24
141038,42,17
141040,42,20
141041,42,25
141042,42,25
141043,42,20
148024,42,25
151010,42,24
151011,42,22
154042,42,22
201052,42,20
202009,42,21
202014,42,21
202026,42,27
202028,42,27
202032,42,27
202037,42,31
202038,42,32
202042,42,29
202049,42,25
202062,42,29
202066,42,27
202087,42,25
202092,42,26
206001,42,17
211007,42,31
220003,42,29
223001,42,25
224016,42,22
505024,42,19
505038,42,15
505039,42,16
506016,42,18
508008,42,28
508015,42,14
508022,42,12
508033,42,12
517018,42,21
608001,42,25
608009,42,19
608010,42,24
101019,48,30
101027,48,30
101036,48,31
105002,48,22
105012,48,24
105020,48,17
109014,48,34
109038,48,21
109060,48,32
109066,48,26
109090,48,32
109096,48,32
111030,48,26
111049,48,30
112012,48,31
112022,48,29
115001,48,18
115015,48,17
117024,48,28
118006,48,30
120017,48,20
120042,48,25
120064,48,31
125002,48,26
125003,48,26
127015,48,27
127031,48,31
129015,48,25
129019,48,27
129021,48,24
129025,48,27
131024,48,31
131042,48,28
137008,48,32
137018,48,27
137034,48,28
139009,48,23
139018,48,28
139021,48,25
141045,48,23
141048,48,25
143003,48,30
151005,48,30
151029,48,24
202003,48,21
202018,48,26
202047,48,29
202058,48,28
202060,48,26
202061,48,25
202088,48,31
202101,48,33
207010,48,31
207012,48,29
208002,48,32
208004,48,25
208005,48,32
215002,48,32
218004,48,23
220016,48,23
224007,48,28
224015,48,17
224018,48,21
501002,48,21
501006,48,27
501032,48,30
505035,48,22
507001,48,20
526001,48,6
526003,48,5
608002,48,29
101025,54,31
104003,54,30
105006,54,22
105010,54,19
107046,54,21
108015,54,31
109080,54,30
111038,54,32
112023,54,30
114001,54,29
114004,54,31
114012,54,28
114018,54,31
115120,54,25
117014,54,29
117022,54,32
117023,54,30
120012,54,29
120049,54,20
123006,54,26
123007,54,12
123079,54,33
125004,54,28
125006,54,26
125009,54,26
125015,54,24
125018,54,31
126008,54,28
126009,54,27
126016,54,31
127007,54,32
127024,54,30
129010,54,30
130015,54,31
131005,54,25
132023,54,30
133013,54,31
135006,54,31
135007,54,32
137012,54,24
137021,54,23
137039,54,29
141044,54,25
141046,54,25
141047,54,24
141049,54,25
143010,54,34
148005,54,27
151035,54,24
154052,54,31
201020,54,30
201056,54,31
202006,54,28
202021,54,25
202056,54,30
202067,54,27
202071,54,33
208001,54,25
208003,54,32
208008,54,34
211006,54,34
220007,54,30
220023,54,30
505036,54,20
505037,54,23
506001,54,5
506014,54,19
507005,54,23
508013,54,16
508027,54,17
508032,54,15
517003,54,11
608003,54,31
609003,54,18
612002,54,31
101015,60,30
101029,60,32
101031,60,28
101034,60,29
101037,60,32
104005,60,22
104024,60,33
104025,60,33
107037,60,30
107048,60,31
108025,60,32
108031,60,20
109005,60,34
111009,60,32
111029,60,28
111032,60,30
111052,60,27
115007,60,27
115033,60,30
120031,60,28
120053,60,29
122002,60,32
122005,60,31
125005,60,31
125007,60,28
125008,60,31
125010,60,31
125012,60,26
125013,60,29
125014,60,24
125019,60,33
125021,60,26
125022,60,25
125023,60,31
125024,60,31
125031,60,31
125033,60,31
125046,60,31
125047,60,32
125048,60,32
126005,60,33
126013,60,31
130001,60,33
130003,60,32
130004,60,32
135027,60,32
136006,60,34
137015,60,31
139020,60,32
143009,60,31
143017,60,29
148017,60,27
148028,60,32
151027,60,25
202029,60,33
202031,60,32
202093,60,32
202106,60,31
207002,60,31
207021,60,34
208007,60,31
211002,60,32
218003,60,32
219003,60,31
220012,60,29
220015,60,31
224013,60,30
224014,60,20
224017,60,28
501001,60,25
501029,60,30
505005,60,26
505040,60,25
508001,60,25
508002,60,29
508031,60,18
517002,60,24
517013,60,31
602002,60,23
608007,60,31
612001,60,32
105033,66,30
105043,66,31
109026,66,33
109055,66,32
109091,66,32
112007,66,34
112031,66,23
116025,66,32
116036,66,33
117002,66,30
118001,66,30
118017,66,32
120032,66,29
120059,66,27
120067,66,30
123027,66,30
123046,66,33
123052,66,33
125011,66,30
125016,66,33
126001,66,33
126011,66,25
126014,66,32
127011,66,26
127016,66,34
127029,66,31
129017,66,29
131004,66,31
131029,66,32
134022,66,30
135004,66,31
135009,66,32
135019,66,30
137003,66,31
137009,66,28
137026,66,34
137036,66,32
137051,66,30
148003,66,33
151028,66,30
151030,66,30
154041,66,31
154055,66,28
201003,66,27
201004,66,30
201011,66,25
201013,66,28
201015,66,33
201022,66,31
201040,66,22
201053,66,24
202005,66,32
202103,66,32
208006,66,33
219010,66,28
220011,66,30
220013,66,23
220017,66,29
221012,66,32
224003,66,31
224020,66,33
227003,66,33
503001,66,15
503006,66,8
505016,66,18
508011,66,29
517023,66,33
517028,66,31
529026,66,34
529029,66,23
602003,66,18
602004,66,28
608011,66,30
608014,66,33
101023,72,32
101024,72,31
102001,72,31
102009,72,32
104004,72,31
105034,72,30
105035,72,30
107021,72,29
107036,72,34
108016,72,30
109007,72,34
109033,72,34
109064,72,28
109097,72,33
111044,72,30
112002,72,34
112032,72,29
114002,72,33
116043,72,31
117061,72,27
120027,72,31
120030,72,29
120038,72,33
120050,72,34
120065,72,29
123042,72,33
123048,72,33
123057,72,33
125017,72,33
125028,72,25
125037,72,33
126010,72,33
126012,72,33
126018,72,33
128008,72,32
130005,72,32
130006,72,34
130008,72,32
130009,72,32
130010,72,33
131057,72,31
132015,72,32
134007,72,25
134016,72,34
134017,72,34
134018,72,34
134035,72,32
137017,72,29
137028,72,31
137038,72,32
137040,72,32
143007,72,33
143013,72,29
148019,72,31
148029,72,31
154037,72,32
201007,72,31
201008,72,31
201009,72,32
201010,72,32
201012,72,31
201014,72,32
202073,72,34
202090,72,33
207001,72,32
218009,72,30
219007,72,30
221005,72,33
221006,72,31
221008,72,33
221009,72,33
223004,72,34
224006,72,33
224009,72,31
224019,72,32
501021,72,33
506005,72,26
506015,72,18
508009,72,23
508010,72,26
510004,72,25
517006,72,16
529001,72,34
529025,72,34
602007,72,27
611004,72,12
101002,78,34
101018,78,34
107008,78,33
107052,78,32
109003,78,29
109019,78,32
109020,78,31
109069,78,33
109086,78,32
111006,78,32
112006,78,33
112034,78,25
112038,78,24
114016,78,30
114017,78,34
115043,78,33
118011,78,33
119009,78,32
119015,78,34
120023,78,34
120056,78,31
120057,78,32
120070,78,31
121018,78,31
123015,78,33
123053,78,33
127004,78,34
127033,78,33
128021,78,33
129016,78,33
129022,78,33
129029,78,31
134019,78,33
135008,78,34
137030,78,30
138008,78,33
143008,78,32
148026,78,32
151008,78,31
151016,78,31
201016,78,26
202015,78,29
202027,78,32
202039,78,32
202052,78,33
202089,78,33
206020,78,33
219001,78,34
220002,78,32
220018,78,34
220020,78,28
224002,78,32
302005,78,32
302009,78,31
506003,78,17
506022,78,24
517001,78,24
517020,78,34
602006,78,25
602008,78,16
607004,78,34
608004,78,34
608012,78,32
612017,78,30
705002,78,10
101009,84,34
104017,84,34
107039,84,29
107054,84,34
108003,84,28
109043,84,34
109046,84,32
109051,84,34
109085,84,33
109089,84,34
111001,84,33
112003,84,32
112018,84,29
112020,84,30
112033,84,27
112042,84,31
112050,84,27
112051,84,27
112052,84,32
112070,84,27
114023,84,34
115002,84,34
115009,84,33
115034,84,31
115048,84,34
117041,84,34
119011,84,34
119016,84,33
119019,84,33
120020,84,34
122006,84,33
123002,84,33
123009,84,33
125020,84,34
126004,84,33
127022,84,29
127035,84,34
128019,84,34
129002,84,32
129006,84,31
129012,84,34
130007,84,34
130011,84,34
130012,84,33
130013,84,34
130014,84,33
130016,84,34
130017,84,34
131012,84,34
131015,84,32
131047,84,34
131059,84,34
132021,84,34
134006,84,34
134026,84,33
135026,84,33
137006,84,33
137032,84,33
137043,84,32
138004,84,34
143004,84,34
143005,84,34
148001,84,28
148012,84,34
148013,84,33
148023,84,32
148030,84,33
151012,84,34
151042,84,32
151043,84,34
151044,84,33
151052,84,30
151053,84,31
151057,84,34
151058,84,33
151059,84,31
154005,84,34
154040,84,34
154078,84,33
202097,84,34
206005,84,29
206008,84,33
206010,84,34
206017,84,34
206024,84,34
207007,84,33
207024,84,33
211009,84,34
215001,84,31
215004,84,33
216001,84,34
216009,84,33
216017,84,33
219004,84,33
219005,84,34
220009,84,29
302006,84,34
501003,84,12
506009,84,30
508023,84,25
508024,84,23
508025,84,31
508028,84,26
508034,84,31
517011,84,33
517017,84,32
517026,84,34
602005,84,29
605004,84,19
705004,84,20
101021,96,33
101030,96,34
101032,96,33
102010,96,32
102011,96,33
104023,96,31
108013,96,34
109002,96,31
109021,96,34
109061,96,32
109065,96,33
109088,96,33
110004,96,34
112017,96,31
112036,96,31
112040,96,31
112047,96,30
112068,96,30
118016,96,34
119007,96,34
119014,96,33
119018,96,33
119021,96,34
120044,96,34
120046,96,34
122010,96,32
123010,96,34
123039,96,33
123080,96,33
126007,96,34
128001,96,34
128004,96,34
128024,96,34
130002,96,34
130018,96,34
130019,96,34
130020,96,34
130021,96,34
131016,96,34
131028,96,34
131040,96,34
131056,96,34
134003,96,33
134004,96,34
134005,96,31
134010,96,32
134011,96,34
134012,96,34
134013,96,33
134014,96,34
134023,96,34
134024,96,33
134025,96,34
134034,96,33
135001,96,33
135010,96,33
136007,96,34
137020,96,34
137027,96,34
137037,96,33
138005,96,34
138017,96,34
143006,96,34
143018,96,34
143023,96,34
148025,96,32
151031,96,34
151032,96,33
151036,96,34
151037,96,34
151046,96,34
151047,96,32
151049,96,33
151056,96,23
151060,96,33
202008,96,34
202048,96,32
202050,96,33
202051,96,34
202077,96,31
202091,96,34
202096,96,33
207004,96,33
207018,96,32
216016,96,34
219006,96,33
219009,96,34
220028,96,31
223005,96,34
223008,96,34
224001,96,34
224005,96,34
224010,96,34
302001,96,34
302008,96,34
503002,96,29
506004,96,23
508003,96,19
510001,96,33
517012,96,33
529008,96,34
529015,96,34
600006,96,34
605002,96,10
605003,96,26
609009,96,15
612012,96,33
101001,108,34
107020,108,34
107055,108,34
109004,108,34
109016,108,34
109050,108,33
109052,108,31
109068,108,34
109079,108,34
109084,108,34
109095,108,33
111011,108,32
111021,108,34
112044,108,34
112045,108,31
112046,108,29
115035,108,32
115049,108,33
116024,108,34
116041,108,34
117038,108,34
119004,108,34
120024,108,34
120028,108,28
120043,108,27
120051,108,33
120058,108,33
120073,108,34
123065,108,34
123068,108,34
123076,108,34
125001,108,33
126003,108,34
126006,108,32
126019,108,34
129011,108,34
129027,108,34
130022,108,34
130023,108,34
130024,108,34
130025,108,34
131019,108,33
131046,108,34
132010,108,33
132025,108,34
134039,108,34
134044,108,34
137002,108,34
137029,108,33
137033,108,34
137035,108,34
138003,108,34
143002,108,34
148007,108,34
148022,108,33
148031,108,33
151003,108,32
151015,108,32
151021,108,34
151038,108,34
151051,108,33
151054,108,31
154028,108,33
154029,108,34
154056,108,34
154077,108,32
154081,108,34
202002,108,32
202004,108,34
202082,108,32
202098,108,34
211005,108,34
211020,108,34
219002,108,30
220001,108,32
220008,108,33
223009,108,34
302002,108,33
505010,108,7
508016,108,32
510005,108,33
517004,108,34
527004,108,20
600009,108,34
600010,108,32
612008,108,31
612013,108,34
101010,120,34
101035,120,33
107019,120,34
109012,120,34
109015,120,34
109023,120,34
109037,120,34
109042,120,34
109049,120,32
109094,120,34
111003,120,34
111014,120,34
111035,120,34
111043,120,34
112035,120,33
112041,120,30
112056,120,33
112071,120,33
115036,120,34
115050,120,28
116046,120,34
116058,120,34
116061,120,34
117003,120,34
118010,120,33
120071,120,34
122007,120,34
123014,120,34
123023,120,34
123032,120,34
123049,120,34
123056,120,34
123061,120,34
123069,120,34
123078,120,34
127023,120,33
128005,120,33
128011,120,34
128014,120,32
128025,120,34
129001,120,34
129013,120,34
130026,120,34
130027,120,34
133002,120,34
136005,120,34
137005,120,33
138007,120,34
138016,120,34
143025,120,34
151002,120,34
151019,120,34
151023,120,34
151025,120,34
151026,120,34
151033,120,34
151034,120,34
151039,120,34
151048,120,32
151055,120,34
154010,120,33
154018,120,34
154047,120,34
154058,120,34
154080,120,33
202017,120,34
202076,120,34
202094,120,33
207009,120,34
207017,120,34
211003,120,34
215005,120,34
219008,120,34
220032,120,33
220036,120,33
302007,120,34
505011,120,12
506008,120,32
506013,120,18
508014,120,29
508026,120,34
510008,120,34
517009,120,34
517021,120,34
527002,120,0
600007,120,34
600008,120,32
602001,120,34
611001,120,20
612007,120,22
612014,120,32
102018,132,34
107004,132,34
107016,132,34
107026,132,34
107027,132,34
107030,132,34
107032,132,34
107040,132,33
107041,132,31
107042,132,31
109027,132,34
109029,132,33
109073,132,34
111007,132,34
111025,132,34
111042,132,34
112030,132,32
112067,132,34
116011,132,34
116016,132,34
116022,132,34
116057,132,34
120045,132,34
121019,132,34
123008,132,34
123019,132,34
123026,132,34
123029,132,34
123035,132,34
123041,132,34
123043,132,34
123054,132,34
123055,132,34
123060,132,34
123062,132,34
123064,132,34
123067,132,34
123070,132,34
123074,132,34
123077,132,34
130028,132,34
131018,132,34
134001,132,34
134002,132,34
134008,132,34
134020,132,34
134021,132,34
138010,132,33
143019,132,34
143021,132,34
148009,132,33
151018,132,34
154017,132,34
202012,132,34
202099,132,34
202107,132,34
211004,132,34
211008,132,32
220031,132,33
302011,132,34
501009,132,34
505021,132,34
529022,132,34
529023,132,34
600001,132,34
608008,132,33
701004,132,26
104002,132,32
107006,132,34
107038,132,34
109034,132,34
109048,132,34
111036,132,34
112013,132,34
112053,132,33
112069,132,34
114003,132,34
115003,132,29
116015,132,34
116021,132,34
116037,132,34
116040,132,34
116042,132,34
116044,132,34
116045,132,34
116048,132,34
116051,132,34
116054,132,34
116059,132,34
116060,132,34
116069,132,34
116071,132,34
116072,132,34
116077,132,34
116078,132,34
117050,132,24
118004,132,34
118008,132,34
119002,132,33
119003,132,34
119013,132,34
119017,132,32
120021,132,34
120025,132,34
120072,132,33
123037,132,34
123038,132,34
123047,132,34
123050,132,34
123051,132,34
123058,132,34
123059,132,34
123075,132,34
126002,132,34
126015,132,30
126017,132,34
127002,132,34
127034,132,34
128002,132,34
128003,132,34
128006,132,34
128009,132,34
128023,132,34
129030,132,34
130029,132,34
132024,132,33
134009,132,34
136001,132,34
136004,132,34
137001,132,29
143001,132,34
143022,132,34
148002,132,33
148006,132,34
148027,132,34
151013,132,34
151020,132,34
151022,132,34
151024,132,34
151040,132,34
154022,132,31
154030,132,34
154057,132,34
154076,132,29
154079,132,34
202001,132,34
202083,132,32
202085,132,34
202109,132,34
202110,132,34
216013,132,33
220005,132,34
220030,132,34
220034,132,34
508030,132,31
510007,132,34
510010,132,28
510014,132,33
517005,132,34
101005,156,34
101012,156,34
102022,156,34
102027,156,34
102032,156,34
102040,156,34
105022,156,32
107007,156,34
107017,156,34
107028,156,34
107056,156,34
107057,156,32
107058,156,33
109031,156,34
109044,156,34
109056,156,34
109057,156,34
109075,156,34
111026,156,34
112029,156,34
112039,156,34
112043,156,34
112055,156,33
112072,156,34
112075,156,34
115013,156,33
116023,156,34
116029,156,34
116032,156,34
116034,156,34
116035,156,34
118003,156,34
120009,156,34
121002,156,33
121003,156,34
123005,156,34
123017,156,34
123020,156,34
123022,156,34
123024,156,34
123025,156,34
123028,156,34
123031,156,34
151001,156,31
505015,156,32
508005,156,33
510016,156,34
517010,156,34
601002,156,33
601007,156,34
101006,156,33
101011,156,33
101026,156,34
102015,156,34
102017,156,34
102020,156,34
102021,156,34
102024,156,34
102026,156,34
102034,156,34
102035,156,34
104001,156,34
104026,156,33
107003,156,34
107005,156,32
107010,156,34
107014,156,34
107018,156,34
107022,156,34
107023,156,34
107024,156,34
107025,156,34
107029,156,34
107031,156,34
107033,156,34
107044,156,31
107045,156,32
107047,156,34
109011,156,34
109017,156,34
109041,156,34
109045,156,32
109062,156,33
109070,156,34
109077,156,34
109083,156,34
109102,156,31
111015,156,34
111018,156,34
111033,156,34
111041,156,34
112027,156,34
112062,156,34
115004,156,34
115012,156,34
115038,156,34
118007,156,34
123003,156,34
123012,156,34
123013,156,34
123018,156,34
123036,156,34
151004,156,34
508017,156,34
508029,156,34
510009,156,33
517007,156,34
517022,156,34
517024,156,34
529010,156,34
600002,156,34
600003,156,34
102012,204,34
102013,204,34
102014,204,34
102019,204,34
105027,204,34
105030,204,34
107001,204,34
107009,204,34
107015,204,34
107060,204,34
109001,204,29
109039,204,34
109058,204,34
109071,204,34
112037,204,34
116047,204,34
116052,204,34
116053,204,34
116064,204,34
116065,204,34
116074,204,34
116075,204,34
116076,204,34
123066,204,34
154001,204,34
154007,204,34
154014,204,34
154026,204,34
101004,204,34
102016,204,34
102025,204,34
102028,204,34
102030,204,34
102031,204,34
102038,204,34
102039,204,34
105026,204,31
107002,204,32
107011,204,34
107012,204,34
107013,204,34
107053,204,34
107059,204,32
109024,204,34
109036,204,34
109040,204,34
109072,204,34
109076,204,34
111016,204,34
111040,204,34
112005,204,34
112014,204,34
112015,204,34
112016,204,34
112019,204,34
112028,204,34
112048,204,34
112049,204,34
112054,204,34
112057,204,34
112058,204,34
112059,204,34
112060,204,34
112061,204,34
112063,204,34
112064,204,34
112065,204,34
112066,204,34
112073,204,34
112074,204,34
116030,204,34
120010,204,34
123001,204,34
123004,204,34
123011,204,34
123016,204,34
123030,204,34
123044,204,34
123045,204,34
131033,204,34
302010,204,34
508007,204,34
529018,204,34
529020,204,34
529021,204,34
529024,204,34
601011,204,31
114021,NA,29
120033,NA,22
120035,NA,21
120036,NA,30
125051,NA,22
128012,NA,34
134015,NA,34
134038,NA,34
154959,NA,34
201001,NA,27
201002,NA,29
201017,NA,32
201018,NA,32
201019,NA,32
201021,NA,31
201024,NA,15
201028,NA,25
201029,NA,29
201039,NA,28
201044,NA,22
201045,NA,23
201051,NA,30
201055,NA,31
206007,NA,34
206009,NA,34
206011,NA,34
206013,NA,28
206016,NA,34
220014,NA,30
526002,NA,7
609001,NA,14
609004,NA,17
