ID,agestrat,TOTALscore,COMscore,COGscore,SOCscore,ADPscore,PHYscore
148020,14,56,12,11,11,9,13
148021,48,129,26,29,23,25,26
148022,108,155,28,37,27,29,34
148023,84,172,29,35,34,39,35
148024,42,117,24,22,19,26,26
148025,96,176,31,40,34,36,35
148026,78,159,29,31,30,35,34
148027,132,187,34,42,34,40,37
148028,60,141,27,25,29,26,34
148029,72,142,28,23,28,31,32
148030,84,161,27,32,31,36,35
148031,108,174,31,41,29,37,36
148032,20,73,17,13,16,16,11
151001,180,190,34,42,36,41,37
151002,120,188,34,42,34,41,37
151003,108,187,34,41,35,40,37
151004,156,189,34,42,36,40,37
151005,48,126,27,23,23,27,26
151006,36,92,19,19,13,16,25
151007,48,122,26,23,21,26,26
151008,78,147,25,33,28,28,33
151009,108,187,31,42,36,41,37
151010,42,83,18,21,9,17,18
151011,42,110,22,23,13,23,29
151012,84,148,31,35,27,23,32
151013,132,186,33,42,35,39,37
151014,36,93,21,20,13,18,21
151015,108,190,34,42,36,41,37
151016,78,126,26,27,15,25,33
151017,36,120,26,24,16,24,30
151018,144,190,34,42,36,41,37
151019,120,188,32,42,36,41,37
151020,132,190,34,42,36,41,37
151021,108,187,32,42,35,41,37
151022,132,184,31,42,33,41,37
151023,120,189,34,41,36,41,37
151024,132,189,33,42,36,41,37
151025,120,190,34,42,36,41,37
151026,120,189,34,42,35,41,37
151027,60,140,26,28,22,30,34
151028,66,141,27,28,26,27,33
151029,48,133,24,26,23,27,33
151030,66,134,27,31,23,26,27
151031,96,189,33,42,36,41,37
151032,96,170,32,36,31,36,35
151033,120,188,33,42,35,41,37
151034,120,188,33,42,35,41,37
151035,54,125,26,24,26,22,27
151036,96,185,32,40,35,41,37
151037,96,186,34,40,35,40,37
151038,108,185,32,41,34,41,37
151039,120,189,34,42,35,41,37
151040,132,190,34,42,36,41,37
151041,36,137,28,28,26,25,30
151042,84,153,28,36,29,29,31
151043,84,162,29,38,30,30,35
151044,84,161,30,39,26,32,34
151045,36,83,19,18,12,14,20
151046,96,180,33,38,35,37,37
151047,96,167,30,38,34,31,34
151048,120,188,34,42,36,39,37
151049,96,177,34,41,31,36,35
151050,24,57,16,16,12,1,12
151051,108,168,32,41,29,32,34
151052,84,163,31,36,30,33,33
151053,84,167,30,38,32,34,33
151054,108,170,32,40,30,34,34
151055,120,182,34,42,31,39,36
151056,96,126,25,27,23,26,25
151057,84,161,29,37,30,33,32
151058,84,166,29,39,31,34,33
151059,84,164,30,41,30,31,32
151060,96,179,31,42,33,37,36
154001,228,187,34,42,33,41,37
154002,32,107,22,20,18,19,28
154003,10,37,10,6,7,7,7
154004,228,188,34,40,36,41,37
154005,84,170,30,34,33,39,34
154006,10,49,9,13,8,9,10
154007,228,190,34,42,36,41,37
154008,228,188,34,41,35,41,37
154009,42,120,21,20,22,25,32
154010,120,186,34,39,35,41,37
154011,228,189,34,42,36,41,36
154012,228,190,34,42,36,41,37
154013,228,189,33,42,36,41,37
154014,228,190,34,42,36,41,37
154015,228,190,34,42,36,41,37
154016,228,189,34,42,36,40,37
154017,144,179,32,39,34,37,37
154018,120,181,30,41,35,38,37
154019,228,190,34,42,36,41,37
154020,228,184,34,42,31,41,36
154021,132,188,34,42,35,40,37
154022,132,166,34,38,28,32,34
154023,228,189,34,42,36,40,37
154024,84,184,32,40,34,41,37
154025,144,181,31,41,35,37,37
154026,228,190,34,42,36,41,37
154027,228,190,34,42,36,41,37
154028,108,180,31,41,31,40,37
154029,108,182,34,41,30,40,37
154030,132,175,31,37,31,39,37
154031,36,107,22,16,16,27,26
154032,12,47,10,7,9,9,12
154033,8,25,2,5,4,7,7
154035,20,54,10,11,11,9,13
154036,60,109,24,21,15,24,25
154037,72,131,23,24,25,30,29
154038,84,139,23,26,30,30,30
154039,144,179,31,42,31,38,37
154040,84,176,32,38,29,40,37
154041,66,151,28,33,28,27,35
154042,42,107,22,18,19,22,26
154043,28,75,16,17,11,15,16
154044,144,179,32,36,35,41,35
154045,132,186,32,42,34,41,37
154046,108,172,32,39,27,38,36
154047,120,185,32,42,34,41,36
154048,144,182,33,40,32,40,37
154049,78,160,30,33,28,33,36
154050,60,150,27,28,28,33,34
154051,6,22,3,5,3,6,5
154052,54,163,30,35,29,35,34
154054,8,21,2,5,5,4,5
154055,66,121,22,20,22,30,27
154056,108,187,32,42,35,41,37
154057,132,185,32,42,36,39,36
154058,120,182,32,41,34,39,36
154059,78,150,27,30,27,32,34
154060,120,175,32,41,30,35,37
154061,72,157,27,32,26,35,37
154062,14,49,11,5,12,9,12
154063,84,167,29,37,30,36,35
154064,48,134,26,24,23,30,31
154065,0,4,0,0,2,2,0
154066,0,5,0,2,1,2,0
154067,84,162,29,31,29,37,36
154068,144,181,32,42,33,39,35
154069,132,169,30,35,32,35,37
154070,132,167,29,36,29,37,36
154071,144,184,32,42,35,40,35
154072,78,157,29,32,31,31,34
154073,48,130,26,25,22,27,30
154074,28,109,22,16,17,29,25
154075,18,50,10,7,9,10,14
154076,132,185,34,41,33,40,37
154077,108,165,28,32,30,39,36
154078,84,158,29,30,30,34,35
154079,132,180,32,39,31,41,37
154080,120,175,31,35,32,41,36
154081,108,169,29,32,33,39,36
201003,66,157,29,35,31,29,33
201004,66,151,25,27,30,32,37
201005,60,134,24,24,27,29,30
201006,60,146,25,29,28,30,34
201007,72,148,26,27,32,29,34
201008,72,163,29,39,29,30,36
201009,72,172,31,34,32,38,37
201010,72,171,31,34,32,38,36
201011,66,148,28,26,30,30,34
201012,72,159,30,32,33,32,32
201013,66,154,29,33,30,28,34
201014,72,168,31,41,33,30,33
201015,66,162,31,33,32,32,34
201016,78,158,28,31,31,34,34
201020,54,136,27,25,26,31,27
201022,66,143,26,31,26,28,32
201030,72,185,32,39,36,41,37
201031,72,154,29,30,33,30,32
201033,66,144,28,32,27,27,30
201034,60,153,28,26,33,32,34
201040,66,163,28,34,33,34,34
201041,60,155,29,30,34,32,30
201043,54,143,29,28,27,31,28
201047,66,155,27,29,33,33,33
201050,72,173,30,39,31,37,36
201052,42,116,24,19,17,26,30
201053,66,147,31,23,28,34,31
201054,66,156,27,34,31,34,30
201056,54,163,29,30,36,35,33
202001,132,185,31,42,34,41,37
202002,108,181,32,40,33,39,37
202003,48,102,22,21,19,19,21
202004,108,171,34,36,32,36,33
202005,66,163,31,38,36,32,26
202006,54,142,27,27,32,27,29
202007,4,26,4,10,7,4,1
202008,96,181,32,42,31,40,36
202009,42,124,26,23,25,27,23
202010,4,22,4,5,7,4,2
202011,8,32,11,6,10,0,5
202012,144,178,32,40,31,40,35
202013,22,79,17,12,15,16,19
202014,42,75,18,18,7,12,20
202015,78,149,28,36,27,27,31
202016,10,41,8,7,10,8,8
202017,120,175,33,40,27,38,37
202018,48,100,18,18,14,23,27
202019,8,27,6,3,5,6,7
202020,6,28,5,5,8,7,3
202021,54,137,24,24,30,29,30
202022,28,73,17,12,13,12,19
202023,8,26,3,5,4,7,7
202024,24,108,22,21,21,23,21
202025,4,30,5,6,9,5,5
202026,42,135,25,25,28,29,28
202027,78,165,29,37,31,35,33
202028,42,124,25,24,25,23,27
202029,60,150,28,34,20,32,36
202030,2,12,2,4,2,2,2
202031,60,164,30,31,31,40,32
202032,42,129,26,25,25,26,27
202033,4,23,3,6,5,4,5
202034,6,23,4,5,6,5,3
202035,28,86,18,14,16,16,22
202036,20,74,15,14,14,17,14
202037,42,153,27,29,33,32,32
202038,42,154,28,29,30,34,33
202039,78,182,31,37,36,41,37
202040,6,25,3,4,8,4,6
202041,18,74,14,13,15,15,17
202042,42,140,27,27,28,26,32
202043,32,119,24,21,27,20,27
202044,36,126,27,21,22,26,30
202045,20,79,21,14,14,13,17
202046,16,63,12,12,12,10,17
202047,48,133,27,27,26,23,30
202048,96,179,31,40,35,39,34
202049,42,131,23,27,33,23,25
202050,96,178,34,38,31,38,37
202051,96,180,32,38,34,40,36
202052,78,175,31,39,34,35,36
202053,2,13,1,5,5,0,2
202054,6,29,3,5,9,6,6
202055,32,126,26,24,25,23,28
202056,54,147,27,28,26,33,33
202057,18,78,16,16,14,14,18
202058,48,125,26,25,22,25,27
202059,18,49,12,7,10,8,12
202060,48,110,24,20,19,21,26
202061,48,123,25,21,20,24,33
202062,42,134,23,21,28,32,30
202063,20,65,11,12,13,11,18
202064,0,4,1,1,1,1,0
202065,14,46,8,7,12,8,11
202066,42,111,24,18,20,23,26
202067,54,148,29,29,31,31,28
202068,28,63,10,18,18,10,7
202069,24,81,16,15,17,16,17
202070,6,35,9,6,8,6,6
202071,54,152,26,25,32,35,34
202072,8,41,12,7,9,6,7
202073,72,165,30,34,31,34,36
202074,18,68,15,10,13,12,18
202075,8,37,8,6,11,6,6
202076,120,186,33,42,33,41,37
202077,96,133,29,30,17,25,32
202078,12,36,4,5,7,9,11
202079,24,45,5,6,10,11,13
202080,36,73,15,11,13,15,19
202081,24,37,4,4,6,8,15
202082,108,165,28,38,29,35,35
202083,132,175,30,40,30,39,36
202085,132,168,28,41,28,37,34
202086,12,34,5,5,7,7,10
202087,42,80,19,14,11,14,22
202088,48,107,20,18,17,24,28
202089,78,142,28,35,22,27,30
202090,72,149,29,29,29,28,34
202091,96,180,32,39,34,39,36
202092,42,116,24,20,26,22,24
202093,60,126,24,23,20,26,33
202094,120,183,30,42,33,41,37
202095,28,59,12,11,11,11,14
202096,96,177,27,42,31,40,37
202097,84,168,26,35,31,39,37
202098,108,186,31,42,35,41,37
202099,144,188,34,42,34,41,37
202100,0,4,1,0,1,2,0
202101,48,141,25,26,29,28,33
202102,0,6,1,0,3,2,0
202103,66,180,33,40,33,39,35
202104,16,48,9,8,10,9,12
202105,24,79,18,15,12,14,20
202106,60,151,28,34,27,31,31
202107,144,189,34,42,35,41,37
202108,8,29,4,5,5,8,7
202109,132,188,34,41,36,41,36
202110,132,189,34,42,35,41,37
206001,42,85,16,15,10,19,25
206002,66,130,23,22,28,27,30
206003,78,145,27,30,22,33,33
206004,22,56,15,10,8,8,15
206005,84,167,30,35,32,35,35
206006,84,117,28,24,21,19,25
206008,84,156,31,33,27,32,33
206010,84,172,29,41,33,33,36
206015,72,162,30,36,25,34,37
206017,84,184,32,41,34,40,37
206019,78,172,30,37,31,37,37
206020,78,169,29,38,33,36,33
206024,84,159,23,37,29,34,36
207001,72,150,27,31,30,29,33
207002,60,137,25,25,27,26,34
207003,10,45,8,7,9,12,9
207004,96,179,31,41,35,36,36
207005,8,24,3,5,4,6,6
207006,20,67,13,13,12,14,15
207007,84,141,27,27,23,28,36
207008,10,41,10,9,8,6,8
207009,120,180,32,41,29,41,37
207010,48,123,26,26,17,25,29
207011,20,72,14,13,14,15,16
207012,48,104,20,19,21,22,22
207013,24,95,22,16,17,23,17
207014,8,25,2,5,7,5,6
207015,24,105,23,17,17,21,27
207016,12,53,12,9,11,8,13
207017,120,170,29,38,30,36,37
207018,96,179,31,39,35,38,36
207019,6,25,3,5,7,5,5
207020,32,99,20,19,17,23,20
207021,60,143,27,27,26,31,32
207022,8,37,6,6,8,7,10
207023,36,99,21,16,17,21,24
207024,84,154,27,32,32,27,36
207025,18,56,13,13,9,11,10
208001,54,112,11,16,18,30,37
208002,48,133,27,20,26,30,30
208003,54,180,31,39,35,41,34
208004,48,115,19,24,23,23,26
208005,48,144,25,23,32,33,31
208006,66,180,31,35,36,41,37
208007,60,135,24,23,29,28,31
208008,54,143,25,23,33,32,30
208009,54,151,29,29,28,29,36
208117,66,180,31,40,36,39,34
208118,66,139,26,26,27,29,31
211002,60,149,24,27,31,35,32
211003,120,185,33,40,35,40,37
211004,144,188,34,41,35,41,37
211005,108,188,33,41,36,41,37
211006,54,122,21,20,23,27,31
211007,42,103,19,17,20,22,25
211008,144,185,33,42,32,41,37
211009,84,158,29,38,26,31,34
211012,24,76,18,13,13,15,17
211014,28,117,24,21,23,26,23
211015,16,67,15,10,15,13,14
211016,78,180,31,38,36,38,37
211017,60,157,28,31,29,35,34
211018,28,111,22,18,19,26,26
211020,108,184,32,41,36,38,37
211021,72,166,28,27,36,38,37
211022,156,180,31,42,33,40,34
211023,108,180,29,42,33,40,36
211024,66,173,29,36,33,39,36
213001,32,113,23,18,25,23,24
213002,54,113,25,23,19,23,23
213003,72,96,16,15,25,22,18
215001,84,176,31,37,33,38,37
215002,48,147,28,28,28,31,32
215003,18,61,15,13,11,8,14
215004,84,171,30,37,31,36,37
215005,120,183,32,40,34,40,37
215006,2,20,3,4,6,4,3
215007,24,74,11,12,16,18,17
215008,4,8,1,1,2,2,2
215009,18,71,15,13,13,13,17
215010,24,93,21,20,15,17,20
216001,84,185,32,41,34,41,37
216002,132,186,32,42,34,41,37
216003,144,187,33,42,34,41,37
216004,48,140,27,25,23,31,34
216005,96,179,31,39,33,39,37
216006,66,148,26,28,28,33,33
216007,36,109,26,23,17,19,24
216008,108,183,32,41,33,40,37
216009,84,180,31,40,33,39,37
216011,132,189,34,42,35,41,37
216012,120,177,32,42,29,37,37
216013,132,180,32,42,30,39,37
216014,8,33,8,6,6,7,6
216015,42,107,19,17,19,24,28
216016,96,183,32,42,32,41,36
216017,84,172,30,38,32,36,36
216018,48,141,26,23,27,31,34
216019,18,87,16,16,16,19,20
218001,16,65,11,10,12,14,18
218003,60,157,28,31,31,36,31
218004,48,124,28,23,23,25,25
218005,84,169,29,36,34,35,35
218006,4,25,4,5,6,5,5
218007,24,103,22,23,16,18,24
218008,6,18,3,5,3,4,3
218009,72,154,29,26,31,35,33
218010,20,73,14,14,17,17,11
218011,10,36,6,5,9,7,9
218012,24,97,18,17,17,22,23
218013,8,42,8,8,11,7,8
218014,8,34,8,5,8,6,7
218015,18,92,16,17,19,20,20
218016,6,32,6,6,9,6,5
218017,12,54,9,8,14,9,14
218018,14,65,12,11,13,17,12
218019,20,69,13,13,13,12,18
218020,4,17,3,6,0,4,4
218021,12,51,9,8,9,10,15
218022,4,21,3,5,4,5,4
218023,6,21,1,5,6,5,4
218024,6,22,1,5,6,5,5
218025,4,19,2,4,4,5,4
218026,18,77,14,14,12,17,20
218027,4,17,2,4,5,4,2
218028,18,73,16,13,14,12,18
218030,10,35,7,5,8,7,8
218031,10,42,9,7,10,8,8
218032,18,79,11,16,16,13,23
218033,4,17,2,4,5,2,4
218034,16,56,12,9,11,11,13
218035,16,55,12,9,11,10,13
218036,12,60,11,10,13,13,13
218037,12,56,11,10,13,10,12
219001,78,152,29,35,24,30,34
219002,108,180,31,42,30,40,37
219003,60,154,26,33,25,34,36
219004,84,170,28,37,30,38,37
219005,84,175,27,39,32,40,37
219006,96,180,30,41,31,41,37
219007,72,190,34,42,36,41,37
219008,120,187,34,41,36,39,37
219009,96,174,30,39,33,38,34
219010,66,161,29,31,33,31,37
220001,108,182,31,42,35,37,37
220002,78,170,31,36,34,36,33
220003,42,124,27,25,19,24,29
220004,24,75,20,13,12,15,15
220005,132,182,32,42,32,39,37
220006,22,66,14,14,9,14,15
220007,54,124,24,24,24,25,27
220008,108,188,34,42,34,41,37
220009,84,114,25,20,18,21,30
220010,66,141,25,31,21,32,32
220011,66,153,27,30,29,34,33
220012,60,131,26,27,21,25,32
220013,66,153,29,31,28,33,32
220015,60,146,24,29,25,35,33
220016,48,129,28,23,26,27,25
220017,66,157,30,33,30,33,31
220018,78,174,31,39,31,37,36
220019,96,178,30,39,34,38,37
220020,78,162,29,34,32,35,32
220021,24,100,18,19,13,22,28
220022,24,89,17,13,11,20,28
220023,54,149,28,26,30,33,32
220024,78,180,32,39,36,36,37
220025,108,188,32,42,36,41,37
220026,4,14,2,4,4,4,0
220027,6,30,4,7,7,6,6
220028,96,174,32,41,28,37,36
220029,14,47,7,8,9,9,14
220030,132,179,32,41,31,38,37
220031,144,179,29,41,34,39,36
220032,120,179,31,40,33,38,37
220033,48,151,29,36,22,31,33
220034,132,173,31,41,27,40,34
220035,144,189,33,42,36,41,37
220036,120,188,32,42,36,41,37
220037,72,171,30,34,35,37,35
220038,20,89,17,13,19,19,21
220039,12,74,17,15,12,12,18
220040,28,128,23,20,27,27,31
220041,32,87,21,18,12,15,21
220042,8,26,6,5,4,5,6
220043,28,88,19,16,10,19,24
220044,72,158,30,33,27,35,33
221001,36,96,22,17,13,20,24
221002,18,44,9,7,6,9,13
221003,18,55,12,11,12,8,12
221004,28,91,22,18,15,20,16
221005,72,172,31,40,31,35,35
221006,72,149,27,30,27,31,34
221007,32,102,18,16,20,21,27
221008,72,170,31,34,33,35,37
221009,72,157,26,35,31,33,32
221010,12,58,13,12,12,10,11
221011,22,79,19,14,14,12,20
221012,66,144,27,30,24,30,33
221013,12,53,10,8,10,11,14
221014,4,22,3,5,6,4,4
221015,2,16,3,5,4,4,0
223001,42,106,23,21,16,21,25
223002,24,85,19,15,11,21,19
223003,6,17,2,5,3,2,5
223004,72,167,30,38,29,36,34
223005,96,182,32,41,34,38,37
223006,36,133,25,25,29,24,30
223007,24,80,17,16,15,13,19
223008,96,159,29,36,24,33,37
223009,108,179,30,40,33,39,37
223010,28,65,14,12,9,11,19
224001,96,178,30,40,35,36,37
224002,78,167,30,36,33,33,35
224003,66,147,28,29,28,27,35
224004,32,97,20,17,18,20,22
224005,96,184,31,41,35,41,36
224006,72,168,30,35,34,35,34
224007,48,140,28,29,24,28,31
224008,28,107,21,17,24,24,21
224009,72,162,30,32,32,34,34
224010,96,180,31,39,35,38,37
224011,36,122,26,22,20,25,29
224012,36,109,24,19,18,23,25
224013,60,149,25,28,31,31,34
224014,60,129,24,26,28,24,27
224015,48,118,24,23,23,23,25
224016,42,114,21,23,20,25,25
224017,60,125,22,22,26,27,28
224018,48,93,20,17,15,19,22
224019,72,154,27,31,29,32,35
224020,66,160,28,33,31,33,35
224021,14,44,11,8,9,7,9
227001,4,16,1,5,2,4,4
227002,32,80,20,15,13,15,17
227003,66,144,27,33,23,30,31
227004,4,14,1,1,3,5,4
227005,6,32,5,7,6,8,6
227006,18,73,18,12,12,15,16
227007,28,84,17,14,15,18,20
227008,0,5,0,2,2,1,0
227009,20,73,17,14,13,10,19
227010,28,83,18,15,12,17,21
227011,6,23,3,6,5,4,5
227012,28,83,18,15,15,17,18
227013,16,71,15,13,11,13,19
227014,24,82,15,15,15,17,20
227015,4,15,1,5,1,4,4
227016,6,36,8,7,8,7,6
227017,22,90,19,14,16,19,22
227018,32,78,19,14,12,16,17
227019,0,2,0,1,1,0,0
227020,18,79,15,13,14,16,21
227021,10,49,11,8,12,10,8
227022,12,57,12,9,13,9,14
228001,8,28,6,5,5,6,6
228003,28,114,24,23,20,24,23
228004,24,90,20,16,13,18,23
228005,12,56,11,10,12,9,14
229001,10,37,8,6,9,7,7
229002,12,45,9,8,12,8,8
229003,14,44,8,7,12,8,9
229004,6,21,2,5,5,5,4
229005,12,48,10,7,12,8,11
229006,18,65,17,13,13,9,13
229007,0,3,0,0,1,2,0
229008,8,32,4,6,10,6,6
302001,96,190,34,42,36,41,37
302002,108,190,34,42,36,41,37
302004,22,69,13,9,14,13,20
302005,78,184,34,42,30,41,37
302006,84,189,34,42,35,41,37
302007,120,185,34,42,32,40,37
302008,96,169,29,41,28,34,37
302009,78,166,30,38,26,37,35
302010,204,190,34,42,36,41,37
302011,144,187,33,42,35,40,37
501001,60,110,21,22,18,25,24
501002,48,91,17,21,15,18,20
501003,84,157,30,39,23,32,33
501005,60,93,22,20,13,20,18
501006,48,86,20,19,13,17,17
501008,48,82,19,15,10,18,20
501009,144,185,34,42,34,39,36
501010,48,102,22,21,16,21,22
501011,72,87,20,22,13,13,19
501013,72,140,29,35,17,31,28
501014,72,140,29,33,27,24,27
501018,108,181,32,42,34,38,35
501019,72,133,24,31,17,31,30
501020,60,134,24,30,25,25,30
501021,72,149,26,33,26,30,34
501022,32,57,9,12,11,11,14
501023,60,134,27,25,24,24,34
501025,78,150,28,29,28,31,34
501026,120,173,32,42,29,35,35
501027,108,169,31,42,28,32,36
501029,60,103,20,26,8,25,24
501031,108,130,25,30,19,26,30
501032,48,123,24,24,22,24,29
503001,66,127,25,21,28,28,25
503007,66,81,15,13,14,18,21
505001,28,47,10,7,11,8,11
505002,28,50,12,10,12,8,8
505003,36,50,7,9,7,12,15
505004,24,66,13,14,14,10,15
505005,60,89,19,17,14,16,23
505008,42,93,19,15,19,23,17
505013,48,111,20,16,22,25,28
505015,180,159,31,36,24,36,32
505016,66,116,20,22,25,23,26
505021,144,158,27,40,25,31,35
505023,36,37,7,8,12,8,2
505024,42,96,23,20,20,15,18
505025,36,36,3,4,4,9,16
505030,32,63,10,10,9,15,19
505032,144,155,31,42,28,28,26
505033,144,120,21,28,17,28,26
505035,48,110,20,20,22,22,26
505036,54,93,17,17,12,22,25
505037,54,79,17,11,8,19,24
505038,42,81,15,10,15,18,23
505039,42,64,8,9,13,15,19
505040,60,111,19,16,24,25,27
506001,54,35,7,6,13,5,4
506003,78,124,25,24,22,26,27
506004,96,167,28,35,31,40,33
506005,72,134,27,25,29,23,30
506008,120,179,33,38,33,38,37
506009,84,132,24,25,22,29,32
506011,36,82,18,13,16,18,17
506014,54,93,21,14,15,20,23
506015,72,79,16,10,11,21,21
506016,42,90,16,16,12,21,25
506022,78,91,25,20,13,13,20
507002,66,122,25,27,15,28,27
507005,54,131,22,29,20,28,32
507006,66,108,24,28,14,21,21
508001,60,103,23,21,15,23,21
508002,60,110,22,21,18,23,26
508005,180,181,32,42,32,38,37
508007,204,171,33,41,26,35,36
508008,42,116,22,25,13,27,29
508009,72,95,21,16,12,21,25
508010,72,79,17,12,12,19,19
508011,66,92,19,21,13,22,17
508013,54,71,17,13,12,12,17
508014,120,118,23,33,14,24,24
508015,42,53,12,8,7,13,13
508016,108,144,24,36,26,27,31
508017,156,175,33,40,29,36,37
508019,36,50,14,6,9,10,11
508021,36,53,12,10,11,10,10
508022,42,50,13,8,11,8,10
508023,84,107,23,24,17,19,24
508024,84,116,25,23,18,24,26
508025,84,113,23,22,17,24,27
508026,120,180,30,40,35,38,37
508027,54,72,15,13,13,13,18
508028,84,131,25,22,36,23,25
508029,156,178,29,40,34,38,37
508030,132,113,23,24,16,19,31
508031,60,72,15,12,13,14,18
508032,54,64,15,11,10,14,14
508033,42,55,13,9,8,12,13
508034,84,128,22,31,21,26,28
510001,96,128,22,32,19,25,30
510004,72,108,19,22,16,24,27
510005,108,148,27,25,28,33,35
510007,132,167,31,36,31,34,35
510008,120,168,29,36,32,35,36
510009,156,177,32,38,31,39,37
510010,132,126,23,26,23,28,26
510014,132,153,29,38,21,29,36
510016,180,180,30,39,34,40,37
517001,78,128,24,22,21,29,32
517003,54,35,6,6,3,6,14
517004,108,184,32,40,35,40,37
517005,132,165,28,31,32,37,37
517007,156,180,33,42,29,39,37
517009,120,165,25,36,32,35,37
517010,180,181,33,42,30,39,37
517011,84,151,26,28,28,34,35
517012,96,158,28,32,30,32,36
517013,60,126,21,23,23,26,33
517017,84,142,26,24,28,29,35
517018,42,93,20,14,19,18,22
517020,78,161,27,36,29,33,36
517021,120,181,31,42,32,39,37
517022,156,187,34,42,35,39,37
517023,66,156,29,35,25,31,36
517024,156,175,30,37,33,38,37
517026,84,166,28,39,25,37,37
517028,66,125,22,22,23,26,32
526003,48,79,20,17,21,14,7
526005,60,85,15,16,13,22,19
527001,36,46,10,7,13,5,11
527002,120,110,23,38,28,13,8
527004,108,113,22,30,22,18,21
527005,24,50,12,9,12,8,9
529001,72,130,25,32,8,28,37
529008,96,176,31,41,30,37,37
529015,96,167,31,35,30,34,37
529018,204,190,34,42,36,41,37
529020,204,190,34,42,36,41,37
529021,204,190,34,42,36,41,37
529022,144,186,34,40,35,40,37
529023,144,182,34,40,34,37,37
529024,204,190,34,42,36,41,37
529025,72,148,31,33,19,28,37
529026,66,145,31,32,18,27,37
529029,66,81,13,12,13,19,24
600001,144,152,21,30,30,34,37
600003,156,164,26,37,30,34,37
600006,96,135,22,28,20,29,36
600007,120,146,24,36,22,28,36
600008,120,147,25,36,24,26,36
600009,108,139,23,35,18,26,37
600010,108,132,22,33,16,27,34
601002,180,151,27,36,22,34,32
601007,180,131,26,32,20,28,25
601011,204,182,34,41,36,38,33
602001,120,157,32,40,20,30,35
602002,60,108,21,23,20,23,21
602003,66,108,26,25,15,22,20
602004,66,121,27,27,14,25,28
602005,84,117,26,28,12,24,27
602006,78,117,26,26,22,22,21
602007,72,118,24,23,15,27,29
602008,78,92,23,22,18,13,16
605002,96,94,23,21,18,19,13
605003,96,131,18,24,22,34,33
607004,78,144,26,41,16,27,34
607005,60,117,22,24,10,31,30
607006,180,137,18,33,16,33,37
608001,42,126,23,23,25,27,28
608002,48,109,22,22,17,21,27
608003,54,139,24,30,23,29,33
608004,78,150,26,33,24,34,33
608005,36,132,23,22,28,30,29
608006,28,52,10,8,11,9,14
608007,60,147,29,29,28,29,32
608008,144,157,26,33,23,39,36
608009,42,126,23,24,20,29,30
608010,42,122,21,20,25,27,29
608011,66,145,28,27,28,33,29
608012,78,145,28,27,22,34,34
608013,32,87,13,12,19,20,23
608014,66,149,29,32,27,27,34
609003,54,108,24,19,25,18,22
611007,78,152,29,28,27,36,32
612001,60,164,31,34,33,32,34
612002,54,143,28,26,27,29,33
612003,36,92,19,12,14,19,28
612004,24,84,19,13,15,15,22
612005,28,82,17,14,15,15,21
612006,28,97,22,18,17,20,20
612007,120,133,29,25,23,30,26
612008,108,166,30,39,29,32,36
612009,24,40,8,10,5,6,11
612010,28,63,9,10,12,11,21
612012,96,166,29,37,31,34,35
612013,108,162,29,37,27,33,36
612014,120,171,29,38,32,37,35
612017,78,140,26,34,20,29,31
701001,84,163,32,39,29,31,32
701004,144,125,23,27,17,30,28
705002,78,99,23,21,19,18,18
