SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
160,15--42,15--42,15--42,16--42,16--42,17--42,18--42,19--42,20--42,22--42,23--42,25--42,26--42,28--42,30--42,31--42,33--42,35--42,37--42,39--42,40--42,42,-,-,-,-,-,-,-,-
159,-,-,-,-,-,-,-,-,-,-,-,24,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
158,-,-,-,15,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
157,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-
156,14,14,-,-,-,16,17,18,-,-,22,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-
155,-,-,14,-,15,-,-,-,19,-,-,-,25,-,-,-,32,-,-,-,-,41,-,-,-,-,-,-,-,-
154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-,-,-
153,-,-,-,14,-,-,-,-,-,20,-,23,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
151,13,13,-,-,-,15,16,-,-,-,-,-,-,26,-,-,-,-,35,-,-,-,42,-,-,-,-,-,-,-
150,-,-,13,-,-,-,-,17,-,-,21,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-
149,-,-,-,-,14,-,-,-,18,-,-,-,24,-,-,-,31,-,-,-,-,40,-,-,-,-,-,-,-,-
148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-,-,-
147,-,-,-,13,-,-,-,-,-,19,-,22,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
145,-,-,-,-,-,14,15,16,-,-,20,-,-,25,-,-,-,-,34,-,-,-,41,-,-,-,-,-,-,-
144,-,-,12,-,13,-,-,-,17,-,-,-,23,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-
143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-,-
142,-,-,-,12,-,-,-,-,-,18,-,21,-,-,-,28,-,-,-,-,37,-,-,-,-,-,-,-,-,-
141,11,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-
140,-,11,-,-,-,13,14,-,-,-,-,-,-,24,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
139,-,-,11,-,12,-,-,15,-,-,19,-,-,-,-,-,-,-,33,-,-,-,40,-,-,-,-,-,-,-
138,-,-,-,-,-,-,-,-,16,-,-,-,22,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-
137,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-,-
136,-,-,-,-,-,-,-,-,-,17,-,20,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,10,10,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,36,-,-,41,-,-,-,-,-,-
134,-,-,10,-,-,12,13,14,-,-,-,-,-,23,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
133,-,-,-,-,11,-,-,-,-,-,18,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-
132,-,-,-,-,-,-,-,-,15,-,-,-,21,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-
131,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,26,28,-,-,-,-,37,-,-,42,-,-,-,-,-
130,9,9,-,-,-,-,-,-,-,16,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
129,-,-,-,-,-,11,12,-,-,-,-,-,-,-,24,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-
128,-,-,9,-,10,-,-,13,-,-,17,-,-,22,-,-,-,-,-,33,-,-,-,40,-,-,-,-,-,-
127,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-
126,-,-,-,9,-,-,-,-,-,-,-,-,20,-,-,-,27,29,-,-,-,-,38,-,-,-,-,-,-,-
125,8,-,-,-,-,-,-,-,-,15,-,-,-,-,-,25,-,-,-,-,-,36,-,-,41,-,-,-,-,-
124,-,8,-,-,-,-,-,-,-,-,-,18,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,-,-,8,-,-,10,11,12,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-
122,-,-,-,-,9,-,-,-,-,-,16,-,-,21,-,-,-,-,-,32,-,-,-,39,-,-,-,-,-,-
121,-,-,-,-,-,-,-,-,13,-,-,-,19,-,-,-,-,-,30,-,-,-,-,-,-,42,-,-,-,-
120,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,26,28,-,-,-,-,37,-,-,-,-,-,-,-
119,7,7,-,-,-,-,-,-,-,14,-,17,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,-,-,7,-,-,9,10,-,-,-,-,-,-,-,22,-,-,-,-,-,-,35,-,-,40,-,-,-,-,-
117,-,-,-,-,8,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-
116,-,-,-,-,-,-,-,-,12,-,15,-,-,20,-,-,-,-,-,31,-,-,-,38,-,-,-,-,-,-
115,-,-,-,7,-,-,-,-,-,-,-,-,18,-,-,-,-,-,29,-,-,-,-,-,-,41,-,-,-,-
114,6,6,-,-,-,-,-,-,-,13,-,-,-,-,-,-,25,27,-,-,-,-,36,-,-,-,-,-,-,-
113,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,-,-,6,-,7,8,9,10,-,-,-,-,-,-,21,-,-,-,-,-,-,34,-,-,39,-,42,-,-,-
111,-,-,-,-,-,-,-,-,-,-,14,-,-,19,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-
110,-,-,-,6,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
109,5,5,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,26,28,-,-,-,-,37,-,40,-,-,-,-
108,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,24,-,-,-,-,-,35,-,-,-,-,-,-,-
107,-,-,5,-,-,7,8,-,-,-,-,15,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,-,-,-,-,6,-,-,9,-,-,-,-,-,-,20,-,-,-,-,-,-,33,-,-,38,-,41,-,-,-
105,-,-,-,-,-,-,-,-,10,-,13,-,-,18,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-
104,4,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,42,-,-
103,-,4,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,25,27,-,-,-,-,36,-,-,-,-,-,-
102,-,-,4,-,-,-,-,-,-,11,-,14,-,-,-,-,23,-,-,-,-,-,-,-,-,39,-,-,-,-
101,-,-,-,-,5,6,7,8,-,-,-,-,-,-,-,21,-,-,-,-,-,-,34,-,-,-,-,-,-,-
100,-,-,-,-,-,-,-,-,-,-,12,-,-,-,19,-,-,-,-,-,-,32,-,-,37,-,40,-,42,42
99,-,-,-,4,-,-,-,-,9,-,-,-,-,17,-,-,-,-,-,28,30,-,-,35,-,-,-,41,-,-
98,3,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,24,26,-,-,-,33,-,-,38,-,-,-,-
97,-,3,-,-,-,-,-,-,-,10,-,13,-,-,-,20,22,-,-,-,-,31,-,-,36,-,39,-,41,41
96,-,-,-,-,-,5,6,-,-,-,-,-,-,-,18,-,-,-,-,-,29,-,-,-,-,-,-,40,-,-
95,-,-,3,-,4,-,-,7,-,-,11,-,-,16,-,-,-,-,25,27,-,-,-,34,-,37,-,-,40,40
94,-,-,-,-,-,-,-,-,8,-,-,-,14,-,-,-,21,23,-,-,-,30,32,-,35,-,38,-,-,-
93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,28,-,-,-,-,-,-,39,-,-
92,-,-,-,3,-,-,-,-,-,9,-,12,-,-,17,-,-,-,-,26,-,-,-,33,-,36,-,-,39,39
91,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,22,24,-,-,-,31,-,34,-,37,38,-,-
90,2,2,-,-,-,4,5,6,-,-,10,-,13,-,-,-,20,-,-,-,-,29,-,-,-,-,-,-,-,-
89,-,-,2,-,3,-,-,-,7,-,-,-,-,-,-,18,-,-,-,25,27,-,-,32,-,35,-,-,38,38
88,-,-,-,-,-,-,-,-,-,8,-,11,-,-,16,-,-,-,23,-,-,-,30,-,33,-,36,37,-,-
87,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,21,-,-,-,28,-,-,-,34,-,-,37,37
86,-,-,-,2,-,-,-,-,-,-,9,-,-,-,-,-,19,-,-,-,26,-,-,31,-,-,35,-,-,-
85,-,-,-,-,-,-,4,5,-,-,-,-,12,-,-,17,-,-,-,24,-,-,29,-,32,-,-,36,-,-
84,-,-,-,-,-,3,-,-,6,-,-,10,-,-,15,-,-,-,22,-,-,27,-,-,-,33,-,-,36,36
83,-,1,-,-,2,-,-,-,-,7,-,-,-,13,-,-,18,20,-,-,25,-,-,30,-,-,34,-,-,-
82,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,28,-,31,-,-,35,-,35
81,-,-,-,-,-,-,-,-,-,-,8,-,11,-,-,16,-,-,21,-,-,26,-,-,-,32,-,-,35,-
80,-,-,-,1,-,-,-,4,-,-,-,-,-,-,14,-,-,19,-,-,24,-,-,29,-,-,33,34,-,-
79,-,-,-,-,-,2,3,-,5,-,-,9,-,12,-,-,17,-,-,-,-,-,27,-,30,-,-,-,-,34
78,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,15,-,-,-,22,-,-,-,-,-,31,-,-,34,-
77,-,-,-,-,1,-,-,-,-,-,-,-,10,-,-,-,-,-,20,-,-,25,-,28,-,-,32,33,-,-
76,-,0,-,-,-,-,-,-,-,-,7,-,-,-,13,-,-,18,-,-,23,-,26,-,29,-,-,-,33,33
75,0,-,0,-,-,-,-,-,-,-,-,8,-,11,-,-,16,-,-,21,-,-,-,-,-,30,-,-,-,-
74,-,-,-,-,-,-,2,3,4,-,-,-,-,-,-,14,-,-,19,-,-,24,-,27,-,-,31,32,-,32
73,-,-,-,0,-,1,-,-,-,5,-,-,9,-,-,-,-,17,-,-,22,-,25,-,28,-,-,-,32,-
72,-,-,-,-,-,-,-,-,-,-,6,-,-,-,12,-,-,-,-,20,-,-,-,-,-,29,30,-,-,-
71,-,-,-,-,0,-,-,-,-,-,-,-,-,10,-,-,15,-,-,-,-,23,-,26,-,-,-,31,-,31
70,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,13,-,-,18,-,21,-,-,-,27,-,-,-,31,-
69,-,-,-,-,-,-,1,2,3,-,-,-,-,-,-,-,-,16,-,-,-,-,24,-,-,28,29,30,-,-
68,-,-,-,-,-,-,-,-,-,4,-,-,8,-,11,-,14,-,-,19,-,22,-,25,-,-,-,-,30,30
67,-,-,-,-,-,0,-,-,-,-,5,-,-,-,-,-,-,-,17,-,-,-,-,-,26,-,-,-,-,-
66,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,-,-,-,20,-,23,-,-,27,28,29,-,29
65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,18,-,21,-,24,-,-,-,-,29,-
64,-,-,-,-,-,-,-,1,2,3,-,-,7,-,10,-,13,-,-,-,-,-,-,-,25,-,-,-,-,-
63,-,-,-,-,-,-,0,-,-,-,4,-,-,-,-,-,-,-,16,-,19,-,22,-,-,26,27,28,-,28
62,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,11,-,14,-,-,-,-,-,23,-,-,-,-,28,-
61,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,17,-,20,-,-,24,-,-,-,-,27
60,-,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,15,-,18,-,21,-,-,25,26,27,27,-
59,-,-,-,-,-,-,-,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-
58,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,10,-,13,-,16,-,19,-,-,23,24,-,26,-,26
57,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,20,-,-,-,25,-,26,-
56,-,-,-,-,-,-,-,-,-,-,-,-,5,-,8,-,11,-,14,-,17,-,-,21,-,-,-,-,-,-
55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,12,-,15,-,18,-,-,22,23,24,25,-,25
54,-,-,-,-,-,-,-,-,0,1,-,-,-,6,-,-,-,-,-,-,-,-,19,-,-,-,-,-,25,-
53,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,-,-,24
52,-,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,-,-,17,-,-,21,22,23,24,24,-
51,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,8,-,11,-,14,-,-,18,-,-,-,-,-,-,-
50,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,15,-,-,19,-,-,-,-,-,23
49,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,9,-,12,-,-,16,-,-,20,21,22,23,23,-
48,-,-,-,-,-,-,-,-,-,-,-,2,-,-,6,-,-,-,-,13,-,-,17,-,-,-,-,-,-,-
47,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,10,-,-,-,-,-,18,-,-,-,-,-,22
46,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,11,-,14,-,-,-,19,20,21,22,22,-
45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,15,-,-,-,-,-,-,-,21
44,-,-,-,-,-,-,-,-,-,-,0,1,-,-,5,-,-,9,-,12,-,-,16,17,-,-,-,21,-,-
43,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,6,-,-,-,-,13,-,-,-,18,19,20,-,21,-
42,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,10,-,-,14,-,-,-,-,-,-,-,20
41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,15,16,-,-,-,20,20,-
40,-,-,-,-,-,-,-,-,-,-,-,0,0--1,0--2,0--4,0--5,0--6,0--8,0--9,0--10,0--12,0--13,0--14,0--15,0--17,0--18,0--19,0--19,0--19,0--19
